date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:02:45	5103/5103	---M-Z	200	added ('OK')	text/css	etag:%2213ef-5bfcb718b2e06-gzip%22	https://wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/assets/css/screen.min.css?ver=2.0.17	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/assets/css/screen.min01f0.css	(from https://wirid-lab.umng.edu.co/es/)
08:02:45	1368/1368	---M-Z	200	added ('OK')	text/css	etag:%22558-5d6e2c7049320-gzip%22	https://wirid-lab.umng.edu.co/wp-content/themes/customizr/style.css?ver=6.1.1	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/themes/customizr/style6a4d.css	(from https://wirid-lab.umng.edu.co/es/)
08:02:45	183/183	---M-Z	200	added ('OK')	text/css	etag:%22b7-5a2f11afa90c0-gzip%22	https://wirid-lab.umng.edu.co/wp-content/themes/customizr-child/style.css?ver=1.0	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/themes/customizr-child/style5152.css	(from https://wirid-lab.umng.edu.co/es/)
08:02:45	190875/190875	---M-Z	200	added ('OK')	text/css	etag:%222e99b-5d6e2c68bdcc0-gzip%22	https://wirid-lab.umng.edu.co/wp-content/themes/customizr/assets/front/css/style.min.css?ver=4.4.20	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/themes/customizr/assets/front/css/style.min6035.css	(from https://wirid-lab.umng.edu.co/es/)
08:02:46	4176/4176	---M--	200	added ('OK')	image/gif	etag:%221050-5d6e2c68e78b9%22	https://wirid-lab.umng.edu.co/wp-content/themes/customizr/assets/front/img/slider-loader.gif	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/themes/customizr/assets/front/img/slider-loader.gif	(from https://wirid-lab.umng.edu.co/es/)
08:02:46	183/183	---M-Z	200	added ('OK')	text/css	etag:%22b7-5a2f11afa90c0-gzip%22	https://wirid-lab.umng.edu.co/wp-content/themes/customizr-child/style.css?ver=4.4.20	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/themes/customizr-child/style6035.css	(from https://wirid-lab.umng.edu.co/es/)
08:02:46	79474/79474	---M-Z	200	added ('OK')	text/css	etag:%2213672-5bfd279d3273a-gzip%22	https://wirid-lab.umng.edu.co/wp-content/plugins/enlighter/cache/enlighterjs.min.css?ver=0A0B0C	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/enlighter/cache/enlighterjs.min5b97.css	(from https://wirid-lab.umng.edu.co/es/)
08:02:46	89684/89684	---M-Z	200	added ('OK')	application/javascript	etag:%2215e54-5ec76a6aad7c8-gzip%22	https://wirid-lab.umng.edu.co/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-includes/js/jquery/jquery.mina7a0.js	(from https://wirid-lab.umng.edu.co/es/)
08:02:47	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5bd989b486da5-gzip%22	https://wirid-lab.umng.edu.co/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://wirid-lab.umng.edu.co/es/)
08:02:47	12917/12917	---M-Z	200	added ('OK')	application/javascript	etag:%223275-5d06fbbfd97a0-gzip%22	https://wirid-lab.umng.edu.co/wp-content/plugins/responsive-lightbox/assets/swipebox/jquery.swipebox.min.js?ver=2.3.3	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/responsive-lightbox/assets/swipebox/jquery.swipebox.minb6db.js	(from https://wirid-lab.umng.edu.co/es/)
08:02:47	18833/18833	---M-Z	200	added ('OK')	application/javascript	etag:%224991-5ec76a6ae8d00-gzip%22	https://wirid-lab.umng.edu.co/wp-includes/js/underscore.min.js?ver=1.13.4	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-includes/js/underscore.mind584.js	(from https://wirid-lab.umng.edu.co/es/)
08:02:47	25830/25830	---M-Z	200	added ('OK')	application/javascript	etag:%2264e6-5d06fbbe3e967-gzip%22	https://wirid-lab.umng.edu.co/wp-content/plugins/responsive-lightbox/assets/infinitescroll/infinite-scroll.pkgd.min.js?ver=6.1.1	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/responsive-lightbox/assets/infinitescroll/infinite-scroll.pkgd.min6a4d.js	(from https://wirid-lab.umng.edu.co/es/)
08:02:47	26856/26856	---M-Z	200	added ('OK')	application/javascript	etag:%2268e8-5d06fbc05a621-gzip%22	https://wirid-lab.umng.edu.co/wp-content/plugins/responsive-lightbox/js/front.js?ver=2.3.3	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/responsive-lightbox/js/frontb6db.js	(from https://wirid-lab.umng.edu.co/es/)
08:02:48	14584/14584	---M-Z	200	added ('OK')	application/javascript	etag:%2238f8-5d6e2c6980221-gzip%22	https://wirid-lab.umng.edu.co/wp-content/themes/customizr/assets/front/js/libs/modernizr.min.js?ver=4.4.20	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/themes/customizr/assets/front/js/libs/modernizr.min6035.js	(from https://wirid-lab.umng.edu.co/es/)
08:02:48	115630/115630	---M-Z	200	added ('OK')	application/javascript	etag:%221c3ae-5d6e2c69b0791-gzip%22	https://wirid-lab.umng.edu.co/wp-content/themes/customizr/assets/front/js/tc-scripts.min.js?ver=4.4.20	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/themes/customizr/assets/front/js/tc-scripts.min6035.js	(from https://wirid-lab.umng.edu.co/es/)
08:02:48	398/398	---M--	200	added ('OK')	image/png	etag:%2218e-5a2e7884aaa21%22	https://wirid-lab.umng.edu.co/wp-content/plugins/qtranslate-xt-master/flags/gb.png	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/qtranslate-xt-master/flags/gb.png	(from https://wirid-lab.umng.edu.co/es/)
08:02:48	202/202	---M--	200	added ('OK')	image/png	etag:%22ca-5a2e7884913e1%22	https://wirid-lab.umng.edu.co/wp-content/plugins/qtranslate-xt-master/flags/es.png	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/qtranslate-xt-master/flags/es.png	(from https://wirid-lab.umng.edu.co/es/)
08:02:48	4189/4189	---M--	200	added ('OK')	image/png	etag:%22105d-5bfca60a88bb4%22	https://wirid-lab.umng.edu.co/wp-content/uploads/2020/04/cropped-logo-wirid-final-icon-1-150x150.png	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/uploads/2020/04/cropped-logo-wirid-final-icon-1-150x150.png	(from https://wirid-lab.umng.edu.co/es/)
08:02:49	8974/8974	---M--	200	added ('OK')	image/png	etag:%22230e-5bfca60a714b4%22	https://wirid-lab.umng.edu.co/wp-content/uploads/2020/04/cropped-logo-wirid-final-icon-1-300x300.png	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/uploads/2020/04/cropped-logo-wirid-final-icon-1-300x300.png	(from https://wirid-lab.umng.edu.co/es/)
08:02:49	194444/194444	---M--	200	added ('OK')	image/png	etag:%222f78c-5bfca5f71f3c8%22	https://wirid-lab.umng.edu.co/wp-content/uploads/2020/04/logo_wirid_final_01.png	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/uploads/2020/04/logo_wirid_final_01.png	(from https://wirid-lab.umng.edu.co/es/)
08:02:49	24002/24002	---M--	200	added ('OK')	image/jpeg	etag:%225dc2-5bfcee7a1865a%22	https://wirid-lab.umng.edu.co/wp-content/uploads/2021/04/IMG_5180-scaled-1-270x250.jpg	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/uploads/2021/04/IMG_5180-scaled-1-270x250.jpg	(from https://wirid-lab.umng.edu.co/es/)
08:02:49	17161/17161	---M--	200	added ('OK')	image/jpeg	etag:%224309-5bfd0d0c85f52%22	https://wirid-lab.umng.edu.co/wp-content/uploads/2021/04/WhatsApp-Image-2021-02-20-at-09.03.51-270x250.jpeg	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/uploads/2021/04/WhatsApp-Image-2021-02-20-at-09.03.51-270x250.jpg	(from https://wirid-lab.umng.edu.co/es/)
08:02:49	196364/196364	---MCZ	200	added ('OK')	application/json	date:Wed,%2015%20Mar%202023%2013:02:50%20GMT	https://wirid-lab.umng.edu.co/es/wp-json/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/wp-json/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:50	29803/29803	---M--	200	added ('OK')	image/jpeg	etag:%22746b-5bfca66bdb1a4%22	https://wirid-lab.umng.edu.co/wp-content/uploads/2020/07/carousel-1-scaled-1-270x250.jpg	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/uploads/2020/07/carousel-1-scaled-1-270x250.jpg	(from https://wirid-lab.umng.edu.co/es/)
08:02:50	118308/118308	---M--	200	added ('OK')	image/png	etag:%221ce24-5bfca619fb936%22	https://wirid-lab.umng.edu.co/wp-content/uploads/2020/06/architect-570x350.png	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/uploads/2020/06/architect-570x350.png	(from https://wirid-lab.umng.edu.co/es/)
08:02:50	34871/34871	---M--	200	added ('OK')	image/jpeg	etag:%228837-5bfca60faddfa%22	https://wirid-lab.umng.edu.co/wp-content/uploads/2020/04/IMG_5180-scaled-e1586526731325-1-570x350.jpg	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/uploads/2020/04/IMG_5180-scaled-e1586526731325-1-570x350.jpg	(from https://wirid-lab.umng.edu.co/es/)
08:02:50	1718/1718	---M-Z	200	added ('OK')	application/javascript	etag:%226b6-5994f12e4bd80-gzip%22	https://wirid-lab.umng.edu.co/wp-includes/js/hoverintent-js.min.js?ver=2.2.1	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-includes/js/hoverintent-js.min77e6.js	(from https://wirid-lab.umng.edu.co/es/)
08:02:50	67078/67078	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:51%20GMT	https://wirid-lab.umng.edu.co/es/status-lab/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/status-lab/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:50	3537/3537	---M-Z	200	added ('OK')	application/javascript	etag:%22dd1-5ec76a6af96a0-gzip%22	https://wirid-lab.umng.edu.co/wp-includes/js/admin-bar.min.js?ver=6.1.1	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-includes/js/admin-bar.min6a4d.js	(from https://wirid-lab.umng.edu.co/es/)
08:02:51	21440/21440	---M-Z	200	added ('OK')	application/javascript	etag:%2253c0-5ec76a6a4f7df-gzip%22	https://wirid-lab.umng.edu.co/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-includes/js/jquery/ui/core.min3f14.js	(from https://wirid-lab.umng.edu.co/es/)
08:02:51	58175/58175	---M-Z	200	added ('OK')	application/javascript	etag:%22e33f-5bfd279d35232-gzip%22	https://wirid-lab.umng.edu.co/wp-content/plugins/enlighter/cache/enlighterjs.min.js?ver=0A0B0C	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/enlighter/cache/enlighterjs.min5b97.js	(from https://wirid-lab.umng.edu.co/es/)
08:02:52	87415/87415	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:53%20GMT	https://wirid-lab.umng.edu.co/es/about/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/about/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:53	72991/72991	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:53%20GMT	https://wirid-lab.umng.edu.co/es/category/news/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/category/news/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:53	81581/81581	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:53%20GMT	https://wirid-lab.umng.edu.co/es/category/international_cooperation/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/category/international_cooperation/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:53	69400/69400	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:54%20GMT	https://wirid-lab.umng.edu.co/es/infrastructure/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/infrastructure/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:54	98142/98142	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:54%20GMT	https://wirid-lab.umng.edu.co/es/category/nodes/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/category/nodes/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:54	98467/98467	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:55%20GMT	https://wirid-lab.umng.edu.co/es/category/nodes/radio_nodes/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/category/nodes/radio_nodes/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:54	93428/93428	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:55%20GMT	https://wirid-lab.umng.edu.co/es/category/nodes/iot_nodes/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/category/nodes/iot_nodes/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:54	70362/70362	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:55%20GMT	https://wirid-lab.umng.edu.co/es/category/hardware/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/category/hardware/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:54	2608/2608	---M--	200	added ('OK')	image/gif	etag:%22a30-5d06fbbfd5538%22	https://wirid-lab.umng.edu.co/wp-content/plugins/responsive-lightbox/assets/swipebox/img/loader.gif	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/responsive-lightbox/assets/swipebox/img/loader.gif	(from https://wirid-lab.umng.edu.co/wp-content/plugins/responsive-lightbox/assets/swipebox/swipebox.min.css?ver=2.3.3)
08:02:55	729/729	---M--	200	added ('OK')	image/png	etag:%222d9-5d06fbbfd1e88%22	https://wirid-lab.umng.edu.co/wp-content/plugins/responsive-lightbox/assets/swipebox/img/icons.png	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/responsive-lightbox/assets/swipebox/img/icons.png	(from https://wirid-lab.umng.edu.co/wp-content/plugins/responsive-lightbox/assets/swipebox/swipebox.min.css?ver=2.3.3)
08:02:55	71423/71423	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:56%20GMT	https://wirid-lab.umng.edu.co/es/category/hardware/signal-generator/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/category/hardware/signal-generator/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:55	66969/66969	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:56%20GMT	https://wirid-lab.umng.edu.co/es/category/downloads/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/category/downloads/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:56	78668/78668	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:57%20GMT	https://wirid-lab.umng.edu.co/es/category/experiments/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/category/experiments/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:56	81055/81055	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:57%20GMT	https://wirid-lab.umng.edu.co/es/publications/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/publications/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:56	1396/1396	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22574-5bfcb718eac8f%22	https://wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.eot	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.eot	(from https://wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/style.min.css?ver=2.0.17)
08:02:56	69849/69849	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:57%20GMT	https://wirid-lab.umng.edu.co/es/sdr/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/sdr/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:56	1396/1396	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22574-5bfcb718eac8f%22	https://wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.eot?	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoond41d.eot	(from https://wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/style.min.css?ver=2.0.17)
08:02:56	580/580	---M--	200	added ('OK')	font/woff2	etag:%22244-5bfcb718f315f%22	https://wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.woff2	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.woff2	(from https://wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/style.min.css?ver=2.0.17)
08:02:56	70138/70138	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:57%20GMT	https://wirid-lab.umng.edu.co/es/iot/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/iot/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:56	1280/1280	---M--	200	added ('OK')	font/woff	etag:%22500-5bfcb718f121f%22	https://wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.woff	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.woff	(from https://wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/style.min.css?ver=2.0.17)
08:02:57	1204/1204	---M--	200	added ('OK')	font/ttf	etag:%224b4-5bfcb718ef6c7%22	https://wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.ttf	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.ttf	(from https://wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/style.min.css?ver=2.0.17)
08:02:58	655/655	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2228f-5bfcb718ed39f%22	https://wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.svg	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/fonts/ez-toc-icomoon.svg	(from https://wirid-lab.umng.edu.co/wp-content/plugins/easy-table-of-contents/vendor/icomoon/style.min.css?ver=2.0.17)
08:02:58	70586/70586	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:59%20GMT	https://wirid-lab.umng.edu.co/es/communication-devices/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/communication-devices/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:58	75316/75316	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:59%20GMT	https://wirid-lab.umng.edu.co/es/2020/06/16/architecture-2/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/2020/06/16/architecture-2/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:58	78509/78509	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Mar%202023%2013:02:59%20GMT	https://wirid-lab.umng.edu.co/es/2020/06/16/welcome-to-beta-platform/	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/2020/06/16/welcome-to-beta-platform/index.html	(from https://wirid-lab.umng.edu.co/es/)
08:02:59	2269/2269	---MCZ	200	added ('OK')	application/json	date:Wed,%2015%20Mar%202023%2013:03:00%20GMT	https://wirid-lab.umng.edu.co/es/wp-json/wp/v2/pages/3553	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/wp-json/wp/v2/pages/3553.json	(from https://wirid-lab.umng.edu.co/es/status-lab/)
08:02:59	2402/2402	---MCZ	200	added ('OK')	application/json	date:Wed,%2015%20Mar%202023%2013:03:00%20GMT	https://wirid-lab.umng.edu.co/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwirid-lab.umng.edu.co%2Fes%2Fstatus-lab%2F	C:/Users/vaneg/OneDrive/Escritorio/WiridLab/WiridLab/wirid-lab.umng.edu.co/es/wp-json/oembed/1.0/embedb63f.json	(from https://wirid-lab.umng.edu.co/es/status-lab/)
